Date,US ALL EMPS - NONFARM INDUSTRIES TOTAL (PAYROLL SURVEY) VOLA,US TOTAL CIVILIAN EMPLOYMENT VOLA,US UNEMPLOYED (16 YRS & OVER) VOLA,US UNEMPLOYMENT RATE SADJ,US JOB OPENINGS: TOTAL NONFARM (LEVEL) VOLN,US AHE: PROD EMPS - TOTAL PRIVATE CURA,US AHE: PROD EMPS - MANUFACTURING CURN,US CHALLENGER JOB-CUT ANNOUNCEMENTS VOLN,US CONSUMER CREDIT OUTSTANDING CURA,US CONSUMER CONFIDENCE INDEX SADJ,"US RETAIL SALES & FOOD SERVICES, TOTAL CURA",US POPULATION (ESTIMATES USED IN TIOL ACCOUNTS) VOLN,US CPI - ALL URBAN: ALL ITEMS SADJ,US CPI - ALL ITEMS LESS FOOD & ENERGY (CORE) SADJ,US CPI- ALL URBAN SAMPLE: ALL ITEMS - ANNUAL INFLATION RATE DJ,US NEW PASSENGER CARS - TOTAL REGISTRATIONS VOLN,US AUTODATA RETAIL SALES OF NEW LIGHT VEHICLES: TOTAL (AR) VOLA,US AUTODATA RETAIL SALES OF NEW LIGHT VEHICLES: DOM. (AR) VOLA,US AUTODATA RETAIL SALES OF NEW CARS: DOMESTIC (AR) VOLA,US AUTODATA RETAIL SALES OF NEW LIGHT TRUCKS: DOMESTIC (AR) VOLA,US SALES OF NEW ONE FAMILY HOUSES (AR) VOLA,US PENDING HOME SALES INDEX (AR) SADJ,US TIOL ASSOCIATION OF HOME BUILDERS HOUSING MARKET INDEX,US CAPACITY UTILIZATION RATE - ALL INDUSTRY SADJ,US ISM PURCHASING MAGERS INDEX (MFG SURVEY) SADJ,US ISM NONMANUFACTURERS SURVEY INDEX: COMPOSITE DJ,US PHILADELPHIA FED MBOS: GENL BUS ACTIV - INDEX SADJ,US EMPIRE STATE MFG SURVEY DIFFUSION INDEX: GENERAL BUS CONDITIO,US INDUSTRIAL PRODUCTION - TOTAL INDEX VOLA,US CONSTRUCTION EXPENDITURES - TOTAL (AR) CURA,US NEW ORDERS - ALL MANUFACTURING INDUSTRIES CURA,"US NEW ORDERS - MANUFACTURING, EXCLUDING TRANSPORTATION CURA",US BUSINESS INVENTORIES (MFG & TRADE) CURA,US WHOLESALE TRADE INVENTORIES - TOTAL CURA,US PPI - FIL DEMAND SADJ,US PPI - FIL DEMAND LESS FOODS AND ENERGY SADJ,,US FEDERAL GOVERNMENT BUDGET BALANCE CURN,US TOTAL TREASURY SECURITIES OUTSTANDING (PUBLIC DEBT) CURN,US FOREIGN RESERVE ASSETS CURN,US EXPORTS F.A.S. CURA,US IMPORTS F.A.S. CURA,US VISIBLE TRADE BALANCE F.A.S.-F.A.S. CURA,US US $ TO EURO NOON NY (EP) DJ,US TRADE-WEIGHTED VALUE OF US DOLLAR AGAINST MAJOR CURRENCIES,US EXP - ALL COMMODITIES (END USE) DJ,US IMP - ALL COMMODITIES (END USE) DJ,US PPI - FIL DEMAND DJ,US THE CONFERENCE BOARD LEADING ECONOMIC INDICATORS INDEX SADJ,US MONEY SUPPLY M2 (BCI 106) CO,US CONSUMER CONFIDENCE INDEX SADJ,US TIOL ASSOCIATION OF HOME BUILDERS HOUSING MARKET INDEX,US ISM PURCHASING MAGERS INDEX (MFG SURVEY) SADJ,US ISM NONMANUFACTURERS SURVEY INDEX: COMPOSITE DJ,US CHICAGO PURCHASING MAGER BUSINESS BAROMETER (SA) SADJ,US PHILADELPHIA FED MBOS: GENL BUS ACTIV - INDEX SADJ,US EMPIRE STATE MFG SURVEY DIFFUSION INDEX: GENERAL BUS CONDITIO,US TIPP ECONOMIC OPTIMISM INDEX: OVERALL DJ,US PERSOL INCOME (MONTHLY SERIES) (AR) CURA,US PERSOL SAVING AS % OF DISPOSABLE PERSOL INCOME SADJ,US DISPOSABLE PERSOL INCOME (AR) CURA,US PERSOL CONSUMPTION EXPENDITURES (AR) CURA,US CHAIN-TYPE PRICE INDEX FOR PCE LESS FOOD & ENERGY SADJ,US FOREIGN RESERVE ASSETS CURN,US US $ TO EURO NOON NY (EP) DJ,US TRADE-WEIGHTED VALUE OF US DOLLAR AGAINST MAJOR CURRENCIES,US MONETARY BASE CURN,US MONEY SUPPLY M1 CURN,US FEDERAL FUNDS RATE (MONTHLY AVERAGE) DJ,US TREASURY BILL RATE - 3 MONTH (EP) DJ,US INTERBANK RATE - 3 MONTH (LONDON) (MONTH AVG) DJ,US PRIME RATE CHARGED BY BANKS (MONTH AVG) DJ,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR DJ,US TOTAL TREASURY SECURITIES OUTSTANDING (PUBLIC DEBT) CURN,US FOREIGN NET LONG TERM FLOWS IN SECURITIES CURN,US COMMERCIAL BANK ASSETS - LOANS & LEASES IN BANK CREDIT CURA,US COMMERCIAL BANK ASSETS - COMMERCIAL & INDUSTRIAL LOANS CURA,US CPI - ALL URBAN: ALL ITEMS SADJ,US CPI - ALL ITEMS LESS FOOD & ENERGY (CORE) SADJ,US EXP - ALL COMMODITIES (END USE) DJ,US IMP - ALL COMMODITIES (END USE) DJ,US PPI - FIL DEMAND SADJ,US PPI - FIL DEMAND LESS FOODS AND ENERGY SADJ,SPX 500 Percent Shift Next Month
7/15/93,111054,120467,8930,6.9,,11.05,11.66,,829.51873,59.2,180759,260411,144.5,152.3,2.78,757,14.18,11.95,6.86,5.09,655,,57,81.2438,50.2,,-3.2,,67.3586,483.571,245765,210150,849350,199737,,,,-39577,4350297,74139,37422,48112,-10690,,89.9177,97,94.5,,85.9,4692.9,59.2,57,50.2,,52.4,-3.2,,,5654.3,7,4999.6,4487.702,75.13,74139,,89.9177,379121,1083.1,3.06,3.11,3.294,6,5.81,4350297,-19355,2064.2969,587.8877,144.5,152.3,97,94.5,,,0.034431973
8/15/93,111212,120856,8763,6.8,,11.08,11.65,,834.23553,59.3,180692,260717,144.8,152.8,2.77,698,13.31,11.27,6.43,4.84,645,,60,81.0439,50.7,,-0.3,,67.2888,491.494,246562,210608,850895,201788,,,,-23078,4403199,75230,37833,47901,-10068,,89.5033,97,94.4,,86.4,4689.9,59.3,60,50.7,,52.2,-0.3,,,5676.1,7.1,5015.5,4499.9,75.272,75230,,89.5033,380892,1088.1,3.03,3.08,3.2619,6,5.68,4403199,7964,2071.2171,587.6826,144.8,152.8,97,94.4,,,-0.00998792
9/15/93,111453,120554,8714,6.7,,11.1,11.8,,840.60298,63.8,181800,261015,145,152.9,2.69,761,13.71,11.63,6.57,5.05,726,,62,81.3049,50.8,,7.3,,67.6092,497.297,245731,212580,855006,202858,,,,8517,4411500,75835,38413,49083,-10670,,88.9738,96.9,94.5,,86.9,4693.7,63.8,62,50.8,,55.2,7.3,,,5670.3,6.3,5007.9,4530.492,75.387,75835,,88.9738,384705,1098.8,3.09,2.98,3.2102,6,5.36,4411500,-19157,2074.7826,585.4117,145,152.9,96.9,94.5,,,0.019392936
10/15/93,111736,120823,8750,6.8,,11.13,11.76,,847.61663,60.5,182910,261294,145.6,153.4,2.75,713.469,14.64,12.59,7.33,5.26,704,,66,81.7841,53.4,,8.9,,68.1214,492.823,251656,214521,855355,202074,,,,-45422,4422500,74549,40006,50820,-10814,,89.8907,96.9,94.9,,87.3,4685.1,60.5,66,53.4,,56.4,8.9,,,5661.8,5.6,4996.5,4551.969,75.51,74549,,89.8907,388226,1111.6,2.99,3.09,3.3869,6,6.07,4422500,3735,2080.9914,583.9174,145.6,153.4,96.9,94.9,,,-0.012910673
11/15/93,111999,121169,8542,6.6,,11.15,11.83,,856.52342,71.9,184746,261550,146,153.9,2.68,635.935,14.58,12.54,7.26,5.28,769,,71,81.9799,53.8,,18.9,,68.4089,515.934,247827,211886,859061,203158,,,,-38381,4493500,74043,40049,49939,-9890,,90.991,97,94.4,,87.8,4694.6,71.9,71,53.8,,60.4,18.9,,,5687.2,5.6,5019.8,4573.43,75.702,74043,,90.991,391960,1129,3.02,3.14,3.4886,6,6.38,4493500,20169,2089.814,584.0034,146,153.9,97,94.4,,,0.010091167
12/15/93,112315,121464,8477,6.5,,11.18,11.96,,865.65058,79.8,186339,261796,146.3,154.3,2.75,721.865,14.72,12.72,7.06,5.66,812,,71,82.2546,55.6,,41.4,,68.7737,533.15,250057,214349,863093,204842,,,,-7705,4535699,73406,41420,49534,-8114,,91.6579,97.3,93.5,,89,4699.5,79.8,71,55.6,,60.3,41.4,,,5885.9,8.4,5192.2,4590.667,75.734,73406,,91.6579,398638,1153.3,2.96,3.01,3.3735,6,6.4,4535699,-971,2100.6114,583.6385,146.3,154.3,97.3,93.5,,,0.032500804
1/15/94,112587,121966,8630,6.6,,11.21,11.92,108900,872.02182,82.6,185128,262021,146.3,154.5,2.52,649.8,15.07,12.98,7.26,5.71,619,,70,82.386,56,,27.2,,69.0299,513.314,257125,215877,863036,204844,,,,15248,4526297,74243,39843,50027,-10184,,92.0125,98,93.5,,88.9,4698.5,82.6,70,56,,60.1,27.2,,,5772.1,6.4,5097.5,4604.824,75.793,74243,,92.0125,397786,1141.7,3.05,3.03,3.2719,6,6.39,4526297,-2042,2107.0205,587.4264,146.3,154.5,98,93.5,,,-0.030045057
2/15/94,112783,122086,8583,6.6,,11.25,11.96,34600,880.35286,79.9,188077,262237,146.7,154.8,2.52,593.2,15.24,13.13,7.42,5.71,686,,64,82.2122,56.5,,21.3,,69.0418,513.196,256624,218203,867675,206498,,,,-41566,4559500,75766,38293,50399,-12106,,91.0888,98,93.9,,89.1,4688.8,79.9,64,56.5,,61.6,21.3,,,5793,5.9,5120.7,4652.289,75.956,75766,,91.0888,397926,1123.8,3.25,3.44,3.5531,6,6.57,4559500,10476,2113.6541,588.0052,146.7,154.8,98,93.9,,,-0.045746457
3/15/94,113247,121930,8470,6.5,,11.25,11.95,49000,891.33316,86.7,191588,262491,147.1,155.3,2.51,773.6,15.02,12.87,7.31,5.56,747,,61,82.8603,56.9,,19.8,,69.7582,521.04,257190,219139,868782,205748,,,,-32315,4575898,76810,42487,52267,-9780,,90.5499,98.2,94,,90.4,4681.8,86.7,61,56.9,,64.9,19.8,,,5825.1,6.2,5151.2,4665.446,76.216,76810,,90.5499,400752,1131.1,3.34,3.57,3.8774,6.06,7,4575898,8580,2128.416,594.8115,147.1,155.3,98.2,94,,,0.01153061
4/15/94,113597,122290,8331,6.4,,11.27,11.98,36100,900.98953,92.1,191632,262754,147.2,155.5,2.36,796.6,15.73,13.48,7.6,5.88,692,,61,83.0775,57.4,,16.8,,70.125,528.063,260006,220771,871997,206510,,,,17454,4568699,76565,41251,52936,-11685,,90.5378,98.2,94.7,,91,4677.9,92.1,61,57.4,,66.8,16.8,,,5887,5.8,5158.8,4690.699,76.329,76565,,90.5378,406948,1152.2,3.56,3.96,4.1316,6.45,7.4,4568699,-20353,2140.2359,600.5845,147.2,155.5,98.2,94.7,,,0.012397152
5/15/94,113931,122864,7915,6.1,,11.29,11.98,36300,912.8637,88.9,190940,263014,147.5,155.9,2.29,767.2,14.29,12.23,6.9,5.33,691,,59,83.2862,58.2,,22.1,,70.4978,532.328,263419,223412,882951,210080,,,,-32057,4609297,74420,41379,53830,-12451,,89.7509,98.5,95.5,,91.4,4683.9,88.9,59,58.2,,67.1,22.1,,,5910.8,7.1,5228.6,4689.177,76.5,74420,,89.7509,407088,1132,4.01,4.28,4.65,6.99,7.54,4609297,23339,2149.634,604.8739,147.5,155.9,98.5,95.5,,,-0.0267908
6/15/94,114245,122634,7927,6.1,,11.31,11.99,35000,924.21602,92.5,193196,263294,147.9,156.4,2.49,900.8,14.81,12.65,7.03,5.62,621,,57,83.5715,58.8,,25,,70.948,536.198,267027,226439,888685,209820,,,,14850,4645797,75731,42850,55731,-12881,,88.9217,98.5,96.3,,92.2,4657.5,92.5,57,58.8,,65.9,25,,,5914.4,6.3,5231.2,4728.766,76.666,75731,,88.9217,411591,1141.8,4.25,4.23,4.6371,7.25,7.51,4645797,336,2160.7627,609.0783,147.9,156.4,98.5,96.3,,,0.03148986
7/15/94,114619,122706,7946,6.1,,11.34,12,19100,931.13474,91.3,193763,263580,148.4,156.7,2.77,803.9,14.56,12.35,6.84,5.51,628,,53,83.4478,58.5,,17.7,,71.0595,537.232,267694,227522,894306,211902,,,,-33198,4636398,75444,41955,56096,-14141,,86.8658,98.7,97.2,,92.6,4654.4,91.3,53,58.5,,67,17.7,,,5944.3,6.4,5252.3,4740.791,76.829,75444,,86.8658,415010,1150.9,4.26,4.37,4.8583,7.25,7.67,4636398,-758,2184.9198,616.4576,148.4,156.7,98.7,97.2,,,0.037598743
8/15/94,114902,123342,7933,6,,11.36,11.99,46400,944.80317,90.4,196157,263871,149,157.1,2.9,697.3,15.03,12.75,7.07,5.68,656,,53,83.6735,58,,18.5,,71.4749,537.96,269994,228014,902171,213360,,,,-24275,4692000,75740,44377,57396,-13019,,87.1754,98.9,97.6,,93.3,4640.7,90.4,53,58,,64.2,18.5,,,5966.7,5.9,5271.8,4783.023,76.91,75740,,87.1754,415263,1144.1,4.47,4.68,4.9183,7.51,7.62,4692000,22243,2204.0323,622.0577,149,157.1,98.9,97.6,,,-0.026919599
9/15/94,115256,123687,7734,5.9,,11.39,12.13,52200,957.3756,89.5,197754,264159,149.3,157.5,2.96,809.2,14.95,12.81,7.19,5.63,677,,50,83.7087,59,,18.4,,71.7333,538.215,270377,229716,908038,215081,,,,4266,4692797,76532,44002,57640,-13638,,85.963,99.1,97.2,,93.9,4636.1,89.5,50,59,,63.7,18.4,,,5998.7,6.2,5299.5,4795.523,77.027,76532,,85.963,416866,1146.4,4.73,4.79,5.1278,7.75,7.87,4692797,12442,2219.1925,624.9121,149.3,157.5,99.1,97.2,,,0.02087791
10/15/94,115465,124112,7632,5.8,,11.42,12.09,42400,968.46871,89.1,199579,264430,149.4,157.8,2.61,744.2,15.56,13.4,7.41,5.99,715,,49,84.1523,59.4,,26.1,,72.3479,533.273,275087,233495,913451,218049,,,,-31343,4734199,78171,44203,57950,-13747,,85.0543,99.7,97.9,,94.5,4625.9,89.1,49,59.4,,64.8,26.1,,,6061.2,6.5,5357.7,4833.299,77.207,78171,,85.0543,418679,1147.9,4.76,5.16,5.6224,7.75,8.08,4734199,1713,2241.6643,631.5742,149.4,157.8,99.7,97.9,,,-0.039504605
11/15/94,115886,124516,7375,5.6,,11.45,12.16,28500,981.42611,100.4,199723,264681,149.8,158.2,2.67,660,15.54,13.53,7.54,5.98,646,,50,84.401,59.2,,24.7,,72.8018,539.15,276477,233581,919510,219673,,,,-37243,4778500,74000,45042,59778,-14736,,85.7144,100.4,98.5,,94.7,4620.7,100.4,50,59.2,,63.2,24.7,,,6070.7,6.4,5366.4,4846.046,77.353,74000,,85.7144,423063,1156.2,5.29,5.74,5.881,8.15,8.2,4778500,15031,2260.2841,638.3499,149.8,158.2,100.4,98.5,,,0.012299147
12/15/94,116166,124721,7230,5.5,,11.47,12.25,27500,997.30174,103.4,200670,264924,150.1,158.3,2.67,707.3,15.25,13.25,7.48,5.77,629,,43,84.9918,56.1,,23.3,,73.5563,541.794,282738,239606,926431,221978,,,,-4803,4800199,74335,46945,59204,-12259,,87.4288,101.1,98.4,,95.4,4616.6,103.4,43,56.1,,63.8,23.3,,,6103.4,6.5,5394.9,4862.329,77.38,74335,,87.4288,428489,1174.5,5.45,5.7,6.3844,8.5,7.99,4800199,12048,2283.5211,643.7551,150.1,158.3,101.1,98.4,,,0.024277658
1/15/95,116492,124663,7375,5.6,,11.49,12.22,39000,1010.39504,101.4,201583,265157,150.5,159,2.8,665.6,14.84,12.71,7.15,5.56,626,,40,84.8614,57.4,,8.8,,73.6891,543.93,279692,241132,935671,224148,,,,15634,4815800,76028,46256,60492,-14236,,87.0693,101.9,98.7,,95.6,4615.5,101.4,40,57.4,,63.7,8.8,,,6149.2,6.9,5428.2,4871.889,77.567,76028,,87.0693,426222,1159.5,5.53,6,6.3374,8.5,7.97,4815800,14470,2309.8679,654.3201,150.5,159,101.9,98.7,,,0.036074147
2/15/95,116693,124928,7187,5.4,,11.52,12.24,30900,1018.55911,99.4,198383,265383,150.9,159.4,2.86,600.5,14.52,12.49,6.84,5.64,559,,42,84.4609,55.1,,9.2,,73.5889,537.826,284915,240543,942757,226012,,,,-38357,4854300,81440,46597,59836,-13239,,86.1688,102.5,99.4,,95.5,4604.4,99.4,42,55.1,,64.3,9.2,,,6174.4,7.3,5449.6,4871.711,77.687,81440,,86.1688,422895,1135.3,5.92,5.94,6.2623,9,7.73,4854300,17374,2331.2666,666.5343,150.9,159.4,102.5,99.4,,,0.027329244
3/15/95,116912,124955,7153,5.4,,11.55,12.25,27800,1033.63209,100.2,200230,265625,151.2,159.9,2.85,707.9,14.92,12.97,7.14,5.82,616,,40,84.2882,52.1,,2,,73.6895,542.715,282195,239019,951531,228569,,,,-50544,4864100,86762,48259,61390,-13131,,83.0625,103,99.9,,95.5,4597.7,100.2,40,52.1,,56.3,2,,,6200.8,7,5473,4906.454,77.872,86762,,83.0625,427727,1139.3,5.98,5.88,6.2687,9,7.57,4864100,10639,2351.0585,673.5851,151.2,159.9,103,99.9,,,0.027960296
4/15/95,117075,124945,7645,5.8,,11.56,12.27,15700,1043.69517,104.6,201048,265877,151.8,160.4,3.05,700.1,14.03,12.12,6.63,5.49,621,,42,83.9838,51.5,,-11.2,,73.676,543.096,283370,242449,959227,231002,,,,49722,4852300,88756,47684,62557,-14873,,80.3362,104,100.9,,95.4,4596.5,104.6,42,51.5,,56.4,-11.2,,,6221.9,6.3,5445.2,4911.469,78.049,88756,,80.3362,433540,1160.3,6.05,5.88,6.2361,9,7.45,4852300,8359,2369.7035,677.6815,151.8,160.4,104,100.9,,,0.03631171
5/15/95,117059,124421,7430,5.6,,11.59,12.27,58500,1057.47083,102,202993,266134,152.1,160.7,3.19,706.5,14.46,12.45,6.88,5.57,674,,43,83.9279,46.7,,-8.5,,73.8858,542.566,282955,241911,965662,231862,,,,-39555,4903900,90548,48405,62311,-13906,,80.8635,104.3,101.8,,95.4,4622.5,102,43,46.7,,53,-8.5,,,6235.1,6.5,5506.8,4954.404,78.177,90548,,80.8635,434008,1134,6.01,5.83,6.125,9,7.01,4903900,15214,2394.008,686.3667,152.1,160.7,104.3,101.8,,,0.02127859
6/15/95,117293,124522,7427,5.6,,11.63,12.29,40400,1069.37791,94.6,205507,266414,152.4,161.1,3.04,851.3,15.07,13.07,7.2,5.87,725,,45,83.9131,45.9,,-20.7,,74.1391,546.131,281900,241289,969532,233297,,,,12813,4951400,90063,48271,62698,-14427,,80.785,104.5,101.4,,95.5,4650.7,94.6,45,45.9,,47.2,-20.7,,,6263.7,6.1,5528.6,4998.997,78.238,90063,,80.785,434846,1141,6,5.66,6.0059,9,6.59,4951400,22119,2413.9283,690.7294,152.4,161.1,104.5,101.4,,,0.031776044
7/15/95,117389,124816,7527,5.7,,11.67,12.35,23300,1077.737,101.4,204959,266700,152.6,161.4,2.76,795.5,14.37,12.56,6.91,5.65,765,,49,83.2726,50.7,,-20.3,,73.8447,547.342,281269,241344,972755,235664,,,,-13582,4960200,91535,48097,62479,-14382,,80.8926,104.8,101.1,,95.4,4669.1,101.4,49,50.7,,51,-20.3,,,6292.3,6.4,5546.6,4991.815,78.362,91535,,80.8926,435915,1145.7,5.85,5.58,5.8979,8.8,6.74,4960200,30930,2440.5932,698.462,152.6,161.4,104.8,101.1,,,-0.000320251
8/15/95,117644,124852,7484,5.7,,11.69,12.33,33300,1089.60205,102.4,206529,266998,152.9,161.8,2.62,785.2,15.05,13.17,7.49,5.68,701,,50,84.0077,47.1,,1.2,,74.7803,550.996,285979,243923,976101,236003,,,,-33849,4970800,86648,49309,62042,-12733,,83.4992,104.3,100.8,,96,4687.3,102.4,50,47.1,,50.1,1.2,,,6314.9,6.1,5563,5027.118,78.547,86648,,83.4992,435546,1139.3,5.74,5.45,5.9022,8.75,6.92,4970800,26806,2455.7514,702.7404,152.9,161.8,104.3,100.8,,,0.04009753
9/15/95,117888,125133,7478,5.6,,11.73,12.45,33200,1106.61268,97.3,206978,267304,153.1,162.2,2.54,809.7,15.01,13.12,7.39,5.73,678,,51,84.0094,48.1,,26.2,,75.0755,554.011,293326,246170,980037,237075,,,,7191,4974000,87152,50640,62845,-12205,,84.9979,104.4,100.8,,96.3,4701.2,97.3,51,48.1,,47.8,26.2,,,6343.9,6.1,5585,5042.456,78.651,87152,,84.9979,436332,1138.4,5.8,5.42,5.8642,8.75,6.65,4974000,-13873,2471.3982,705.9471,153.1,162.2,104.4,100.8,,,-0.004979381
10/15/95,118039,125388,7328,5.5,,11.75,12.41,41300,1113.52851,96.3,206157,267585,153.5,162.7,2.81,749,14.52,12.75,7.14,5.61,696,,55,83.5763,46.7,,21.7,,74.9925,555.132,287568,247745,984279,238005,,,,-22758,4985300,86224,50133,62028,-11895,,84.1406,104.5,100.4,,96.1,4703.8,96.3,55,46.7,,54.5,21.7,,,6369.9,6.5,5605.6,5035.858,78.84,86224,,84.1406,436570,1132.9,5.76,5.51,5.9375,8.75,6.45,4985300,-2972,2476.2783,706.2579,153.5,162.7,104.5,100.4,,,0.041049011
11/15/95,118188,125188,7426,5.6,,11.78,12.46,41300,1132.16017,101.6,208661,267829,153.7,163,2.61,672.4,15.07,13.31,7.39,5.92,664,,52,83.4374,45.9,,5.5,,75.1822,557.445,287704,245031,986800,238149,,,,-38452,4989300,85756,50259,62138,-11879,,84.5153,104.5,100.6,,96.1,4712.2,101.6,52,45.9,,48.6,5.5,,,6391.2,6,5620.9,5077.823,78.895,85756,,84.5153,439093,1138.6,5.8,5.53,5.8775,8.75,6.33,4989300,21083,2492.3086,712.5477,153.7,163,104.5,100.6,,,0.017443877
12/15/95,118322,125088,7423,5.6,,11.81,12.57,55200,1140.74436,99.2,210434,268047,153.9,163.1,2.54,663.1,15.93,14.12,7.68,6.44,709,,53,83.3995,46.2,,19.6,,75.4725,557.953,297684,250837,985410,238392,,,,5283,4988700,85831,50832,62727,-11895,,85.2453,104.4,101,,96.2,4715.6,99.2,53,46.2,,55.6,19.6,,,6414.4,5.5,5638.4,5120.127,79.007,85831,,85.2453,445840,1152.7,5.6,5.08,5.7652,8.65,6.12,4988700,-16908,2507.773,715.031,153.9,163.1,104.4,101,,,0.032617343
1/15/96,118307,125125,7491,5.6,,11.87,12.63,97400,1153.2703,88.4,208731,268258,154.7,163.7,2.73,649,14.49,12.95,6.87,6.08,714,,54,82.4927,45.5,,-14.7,,74.9823,575.138,285822,242086,990755,239788,,,,19456,4987400,82718,50275,63825,-13550,,86.4515,104.9,101.2,,94.5,4728.8,88.4,54,45.5,,50.5,-14.7,,,6451.9,6.1,5660,5108.871,79.102,82718,,86.4515,441733,1130.2,5.56,5.05,5.5428,8.5,6.11,4987400,11545,2526.628,721.7686,154.7,163.7,104.9,101.2,,,0.006933744
2/15/96,118736,125639,7313,5.5,,11.87,12.55,33800,1163.09378,98,212011,268480,155,164,2.65,630.1,15.25,13.63,7.41,6.22,769,,49,83.409,45.9,,4.8,,76.153,568.052,277940,237565,991286,239571,,,,-44346,5017000,84270,51625,63519,-11894,,86.642,104.7,101,,95.6,4739.5,98,49,45.9,,47.8,4.8,,,6515.9,6.1,5712.9,5156.058,79.203,84270,,86.642,435714,1105.8,5.22,5.01,5.2751,8.25,6.3,5017000,21994,2533.4408,724.1481,155,164,104.7,101,,,0.007916556
3/15/96,119001,125862,7318,5.5,,11.89,12.5,37500,1171.68426,98.4,213855,268724,155.5,164.4,2.84,739.8,15.72,13.92,7.72,6.2,721,,59,82.943,46.9,,-3.5,,76.0724,574.538,298862,248539,989178,239391,,,,-47071,5117800,84212,50901,63806,-12905,,86.572,104.6,101.6,,95.8,4757.9,98.4,59,46.9,,49.3,-3.5,,,6558.9,6,5748.8,5196.442,79.382,84212,,86.572,440455,1118,5.31,5.15,5.3942,8.25,6.74,5117800,4792,2545.663,727.4185,155.5,164.4,104.6,101.6,,,0.013431448
4/15/96,119165,125994,7415,5.6,,11.96,12.7,30800,1180.9031,104.8,214644,268980,156.1,164.6,2.9,725.7,15.15,13.48,7.46,6.03,736,,60,83.3087,49.3,,21.3,,76.7608,590.464,290320,247292,992104,242644,,,,72404,5102000,83710,51351,64459,-13108,,87.0968,105.2,102.5,,96.3,4757.8,104.8,60,49.3,,50.7,21.3,,,6597.2,5,5732.7,5231.555,79.487,83710,,87.0968,443376,1131.8,5.22,5.15,5.4942,8.25,6.98,5102000,14346,2564.3108,732.2451,156.1,164.6,105.2,102.5,,,0.022853387
5/15/96,119488,126244,7423,5.6,,11.97,12.69,30800,1191.11369,103.5,216304,269247,156.4,165,2.89,817.8,15.65,13.95,7.83,6.12,746,,61,83.5334,49.1,,19.6,,77.3269,600.186,298700,251373,993754,242517,,,,-53051,5128500,83468,52012,66464,-14452,,87.5114,105.6,101.8,,97.1,4764.9,103.5,61,49.1,,52.5,19.6,,,6638.3,6.1,5816,5247.157,79.624,83468,,87.5114,443014,1105.9,5.24,5.17,5.4967,8.25,7.11,5128500,22885,2568.3413,736.7029,156.4,165,105.6,101.8,,,0.002256695
6/15/96,119773,126602,7095,5.3,,12.03,12.73,40200,1200.95002,100.1,216059,269527,156.7,165.4,2.75,871.1,14.91,13.14,7.22,5.92,721,,59,83.8348,53.6,,21,,77.9694,602.15,299606,252896,993128,241659,,,,34340,5161100,83455,52114,66087,-13973,,87.7483,105.4,100.7,,97.7,4781.6,100.1,59,53.6,,53.2,21,,,6682.5,6.5,5850.8,5253.692,79.686,83455,,87.7483,446423,1115,5.27,5.16,5.5697,8.25,7.22,5161100,8356,2583.4328,741.5664,156.7,165.4,105.4,100.7,,,-0.045748028
7/15/96,120023,126947,7337,5.5,,12.06,12.76,41800,1211.89736,107,216374,269822,157,165.7,2.95,766.8,14.74,13.12,7.15,5.97,770,,58,83.3022,49.7,,29.4,,77.8351,599.899,298909,251919,997579,241933,,,,-26856,5188900,85099,51330,66253,-14923,,87.3526,104.9,100.6,,97.6,4790.2,107,58,49.7,,49.7,29.4,,,6683.4,6.1,5847.7,5275.833,79.837,85099,,87.3526,449831,1110.7,5.4,5.32,5.6403,8.25,7.14,5188900,43255,2588.1153,744.9236,157,165.7,104.9,100.6,,,0.01881397
8/15/96,120203,127172,6882,5.1,,12.09,12.76,20300,1220.503,112,216355,270130,157.2,166,2.88,687.4,15.16,13.39,7.21,6.18,826,,56,83.4108,51.6,,13.8,,78.3005,603.959,293231,253629,999982,241755,,,,-41831,5208300,76781,52521,67329,-14808,,86.8362,104.7,100.7,,97.9,4794.4,112,56,51.6,,57.4,13.8,,,6711.2,5.9,5867.7,5299.026,79.908,76781,,86.8362,450911,1097.7,5.22,5.29,5.5273,8.25,6.97,5208300,18738,2601.7704,747.6923,157.2,166,104.7,100.7,,,0.05417261
9/15/96,120427,127536,6979,5.2,,12.14,12.88,29600,1225.27176,111.8,219240,270433,157.7,166.5,3,758.9,15.22,13.51,7.31,6.2,770,,55,83.5901,51.1,,12.9,,78.8378,615.466,302015,252909,1000707,240016,,,,35257,5224800,75509,52264,68080,-15816,,87.5221,103.9,101.8,,98.2,4793.4,111.8,55,51.1,,55.5,12.9,,,6749.3,6,5897.8,5319.996,80.142,75509,,87.5221,451954,1091.7,5.3,5.04,5.6177,8.25,7.17,5224800,19816,2625.4565,758.3957,157.7,166.5,103.9,101.8,,,0.026130858
